rownum	motif_id	text
690	A185	Deity cares for favorite individuals.
691	A185.1	God helps mortal in battle.
692	A185.2	Deity protects mortal.
693	A185.2.1	God rescues sleeping man from attack.
694	A185.2.2	God makes man's hand rigid so he can no longer torment captive.
695	A185.2.3	God makes sword drop from assailant's hands.
696	A185.3	Deity teaches mortal.
697	A185.4	Deity buries dead mortal.
698	A185.5	Deity assists at man's wedding.
699	A185.6	Deity particular friend to one mortal.
700	A185.6.1	God kisses mortal.
701	A185.6.1.1	Kiss of God causes painless death.
702	A185.7	God prepares food for mortal.
703	A185.8	Deity promises to restore city.
704	A185.9	Covenant between God and mortal.
705	A185.10	Deity accompanies mortal on journey as guide.
706	A185.11	God rewards mortal for pious act.
707	A185.12	Deity provides man with soul.
708	A185.12.1	God resuscitates man.
709	A185.12.2	God removes mortal's soul.
710	A185.13	God puts mortal to test.
711	A185.14	God controls mortals' sinning.
712	A185.14.1	God causes mortals' sin.
713	A185.14.2	God witholds mortal from sinning.
714	A185.15	God establishes peace between mortals.
715	A185.16	God pities mortal.
716	A185.17	God visits sick mortal.
717	A187	Gods and men judge each other.
718	A187.1	God as judge of men.
719	A187.2	Mortal as umpire of quarrel between gods.
720	A188	Gods and goddesses in love with men.
721	A188.1	Philandering god.
722	A188.2	Gods as ancestors of mankind.
723	A189	Gods in relation to mortals miscellaneous.
724	A189.0.1	"""Gods and not-gods""."
725	A189.1	Mortal as ally of gods.
726	A189.1.1	Man as helper of thundergod.
727	A189.2	God summoned by weeping.
728	A189.3	Man cheats a god in throwing dice.
729	A189.4	God jealous of a mortal.
730	A189.5	Goddess' throne shakes when some mischance befalls her faithful worshipper.
731	A189.6	Deity appears before human being after prayers.
732	A189.7	Deity ascertains destiny of newborn babe and inscribes it upon his forehead.
733	A189.8	Accountants of god keep lists of good and bad acts of human beings.
734	A189.9	Early period when gods and men lived together, gods ruling men, ordaining how they should live and originating various customs.
735	A189.10	Goddesses come down to earth by a silken thread, are offended by raja and produce drought.
736	A189.11	Mortal adopted son by god.
737	A189.12	Goddess protects animals from hunters.
738	A189.13	Gods forced by mortals to take refuge underground.
739	A189.14	God's enemies.
740	A189.15	God as fructifier of mankind and the earth.
741	A189.16	Gods give divinity to mortal.
742	A189.17	Night the period of gods, day the period of mankind.
743	A190	Gods: miscellaneous motifs.
744	A191	Goddess rejuvenates self when old.
745	A191.1	Great age of the gods.
746	A192	Death or departure of the gods.
747	A192.1	Death of the gods.
748	A192.1.1	Old god slain by young god.
749	A192.1.2	God killed and eaten.
750	A192.2	Departure of gods.
751	A192.2.1	Deity departs for heaven (skies).
752	A192.2.1.1	Deity departs for moon.
753	A192.2.2	Divinity departs in boat over sea.
754	A192.2.3	Divinity departs to submarine home.
755	A192.2.4	Divinity departs in column of flame.
756	A192.3	Expected return of deity.
757	A192.4	Divinity becomes mortal.
758	A193	Resurrection of gods.
759	A194	Divinity's emotions.
760	A194.1	Divinity weeps.
761	A194.2	God's vengeance.
762	A194.3	God's jealousy.
763	A194.4	God's joy.
764	A195	Divinity's companions.
765	A195.1	God dealing with his angels.
766	A195.2	Wisdom as God's companion.
767	A195.3	Bird as the shadow of a god.
768	A196	Deity's limitations.
769	A196.1	Fate controls gods.
770	A196.2	Decree of gods irrevocable.
771	A196.2.1	Deity changes decision.
772	A197	Deity controls elements.
773	A199	Gods additional motifs.
774	A199.1	Spirit of deity animates earthen jar when it is placed beneath banyan tree.
775	A199.2	God has magic vision only from his throne.
776	A199.3	Deity's child becomes fire as soon as he is born.
777	A199.4	Wind drives buffaloes for god.
778	A199.5	God's day is one thousand years.
779	A199.6	Deity authenticates sacred writings in heaven.
780	A199.7	Drums and flutes off-shore announce approach of gods.
781	A200	God of the upper world.
782	A205	Witch-woman of upper world.
783	A210	Sky-god.
784	A210.1	Sky-goddess.
785	A211	God of heaven.
786	A216	God of the air.
787	A220	Sun-god.
788	A220.0.1	Sun-god commits adultery.
789	A220.0.2	Sun-god couples with the moon.
790	A220.1	Sun-goddess.
791	A220.2	The sun-god and his family.
792	A221	Sun-father.
793	A222	Sun-god bitten by snake, leaves earth for heaven.
794	A225	Son of the sun.
795	A226	Sun father-in-law.
796	A227	Two sun-gods.
797	A227.1	Male sun-god while ascending; female while setting.
798	A227.2	One sun-god for night; another for day (Osiris, Horus).
799	A240	Moon-god.
800	A240.1	Moon-goddess.
801	A250	Star-god.
802	A251	God of morning star.
803	A252	God of evening star.
804	A253	God of north star.
805	A253.1	Goddess of north star.
806	A255	Star-deity and drought-demon fight.
807	A260	God of light.
808	A162.2	Combat between god of light and dragon of ocean.
809	A260.1	Goddess of light.
810	A270	God of dawn.
811	A270.1	Goddess of dawn.
812	A280	Weather-god.
813	A281	Storm-god.
814	A281.1	Storm-goddess.
815	A282	Wind-god.
816	A282.0.1	Wind-goddess.
817	A282.0.1.1	Facial features of wind-goddess reversed.
818	A282.0.2	Wind-angel.
819	A282.1	God of whirlwind. Typhon. He is represented as having serpents' heads on his shoulders, as having a voice like the sound of many beasts and eyes which flash fire.
820	A283	Cloud-god.
821	A283.1	Cloud-angel.
822	A284	God of thunder.
823	A284.0.1	Angel of thunder.
824	A284.1	Goddess of thunder.
825	A284.2	Thunderbird. A mythical giant bird usually thought of as a thunder-god.
826	A284.3	Appearance of thunder-spirit.
827	A284.3.1	Thunder god or spirit has very long mouth.
828	A284.3.2	Thunder spirit lives in world below earth.
829	A285	God of lightning.
830	A285.0.1	Angel of lightning.
831	A285.1	Lightning weapon of the gods.
832	A287	Rain-god.
833	A287.0.1	Rain-god and wind-god brought back in order to make liveable weather. Have been banished by sun-god.
834	A287.1	Rain-goddess.
835	A287.2	St. Peter as ruler for the air and rain. Often misunderstands the orders of God.
836	A288	Rainbow-goddess.
837	A289	Other weather-gods.
838	A289.1	Frost-god.
839	A300	God of the underworld.
840	A300.1	Goddess of underworld.
841	A302	Angel of hell.
842	A305	Demigod of underworld.
843	A307	Deity ruler of lowest heaven.
844	A308	Warrior chieftain of underworld.
845	A310	God of the world of the dead.
846	A310.1	Goddess of world of the dead.
847	A310.2	God of the slain.
848	A310.3	God of the hanged.
849	A310.4	God of suicide.
850	A311	Conductor of the dead.
851	A316	Goddess divides time between upper and lower worlds. Persephone spends six months on earth and six in Hades.
852	A317	Demon god lies in wait for spirits descending to underworld.
853	A318	Rank of the gods in Hades.
854	A400	God of earth.
855	A400.0.1	Gods of earth.
856	A400.1	Goddess of earth.
857	A400.2	Angel of earth.
858	A401	Mother Earth. The earth is conceived of as the mother of all things (cf. +A431.1).
859	A401.1	Mother Earth pregnant with Adam.
860	A405	Nature gods.
861	A410	Local gods.
862	A411	Household gods.
863	A411.1	Door-gods.
864	A411.2	Kitchen-gods.
865	A411.3	Dairy-god.
866	A411.4	Hearth-god.
867	A412	City-gods.
868	A413	God of roads (streets).
869	A413.1	God of cross-roads.
870	A414	God of boundaries.
871	A415	God of clans or nations.
872	A417	Gods of the Quarters. A god or spirit for each of the world-quarters, north, south, east, and west.
873	A417.1	Beast guardians of the four quarters.
874	A418	Deity of particular mountain.
875	A418.1	Angel of mountains.
876	A419	Local gods miscellaneous.
877	A419.1	Deity of particular forest.
878	A419.1.1	Angel of the bush.
879	A419.2	Deity of the deserts.
880	A419.2.1	Angel of the deserts.
881	A419.3	Gods of seat-braces on canoe.
882	A420	God of water.
883	A420.1	Water-goddess.
884	A421	Sea-god.
885	A421.0.1	Angel of the deep.
886	A421.1	Sea-goddess.
887	A421.1.1	Sea-queen and hand maidens entice lovers.
888	A423	Waves as girls, daughters or widows of the sea-god.
889	A425	River-god.
890	A425.0.1	Angel of rivers.
891	A425.1	River goddess.
892	A425.1.1	Stream is wife of deity.
893	A427	God of springs.
894	A427.1	Goddess of springs and wells. In Greek myth, the nymphs were regarded as deities of springs. In Babylonian, Ishtar, the goddess of fertility had this function.
895	A430	God of vegetation.
896	A430.0.1	Angel in charge of vegetation.
897	A430.1	Goddess of vegetation.
898	A430.1.1	Goddess of splendor of spring.
899	A430.1.2	Goddess of autumn leaves.
900	A431	God of fertility.
901	A431.1	Goddess of fertility.
902	A431.1.1	In absence of goddess of fertility, no reproduction of life.
903	A431.1.2	Goddess of fertility of wild forest plants.
904	A431.1.3	Goddess causes famine.
905	A431.1.4	Goddess of dryness and sterility.
906	A432	God of agriculture.
907	A432.0.1	God plants fields.
908	A432.0.2	Plowman god.
909	A432.1	Goddess of agriculture.
910	A433	Gods or goddesses of special crops. Mangaia (Cook Is.)
911	A433.1	Corn-god (goddess).
912	A433.1.1	God of rice-fields.
913	A433.2	The seven grain sisters.
914	A433.3	God of the vine.
915	A433.4	God (goddess) of fruit.
916	A433.5	God (angel) of grass.
917	A434	Goddess (god) of flowers.
918	A435	God of trees and forests.
919	A435.1	Bamboo goddess.
920	A435.2	Fig tree as god.
921	A440	God of animals.
922	A440.1	Goddess of animals.
923	A441	God (goddess) of domestic animals.
924	A441.1	God of domestic beasts.
925	A441.1.1	Goddess of buffaloes.
926	A441.1.2	God of flocks.
927	A441.2	God of domestic fowls.
928	A443	God (goddess) of wild animals.
929	A443.1	God of wild beasts.
930	A443.2	God of wild fowls.
931	A443.2.1	God of owls.
932	A445	God of fish.
933	A445.0.1	Angel of fishes.
934	A445.1	God of the squid.
935	A445.2	God of eels.
936	A446	God of reptiles.
937	A446.1	God of lizards.
938	A446.1.1	God whose shadow on earth is a lizard.
939	A446.2	God of the cutworm.
940	A450	God of trades and professions.
941	A450.1	"God ""of many arts""."
942	A451	Artisan-god.
943	A451.1	God of smith-work.
944	A451.1.1	Goddess of smith-work.
945	A451.2	God of carpenters.
946	A451.2.1	God as canoe builder.
947	A451.3	God of handicrafts.
948	A451.3.1	Goddess of weaving and spinning.
949	A451.4	Goddess of pottery.
950	A452	God of hunting.
951	A452.1	Goddess of hunting.
952	A453	Shepherd-god.
953	A454	God of healing.
954	A454.0.1	Angel of healing (Raphael).
955	A454.1	Goddess of healing.
956	A455	God of fishing.
957	A456	God of sailors.
958	A456.1	Goddess of sailors.
959	A457	God of thieves.
960	A459	God of trades and professions miscellaneous.
961	A459.1	God or goddess of skiing (or snow-shoes).
962	A460	Gods of abstractions.
963	A461	God of wisdom.
964	A461.1	Goddess of wisdom.
965	A462	God of beauty.
966	A462.1	Goddess of beauty.
967	A463	God of fate.
968	A463.0.1	God of fate in shape of golden frog.
969	A463.1	The Fates. Goddesses who preside over the fates of men.
970	A463.1.1	The Fates weave.
971	A463.1.2	Three fates in house in woods allot destiny to people.
972	A464	God of justice.
973	A464.1	Goddess of justice.
974	A465	God of the arts.
975	A465.0.1	The Nine Muses, patronesses of the arts.
976	A465.1	God of poetry.
977	A465.1.1	Goddess of poetry.
978	A465.2	God of music.
979	A465.2.0.1	God as harper.
980	A465.2.1	Goddess of music.
981	A465.3	God of eloquence and learning.
982	A465.3.0.1	God of eloquence and learning as inventor of ogam alphabet.
983	A465.3.1	Goddess of eloquence and learning.
984	A465.4	God of the dance.
985	A465.4.1	Goddess of the dance.
986	A465.5	God of pictorial art.
987	A465.5.1	God of tattooing.
988	A466	Goddess of fame.
989	A467	God of happiness.
990	A467.1	Angel of peace.
991	A468	The three Graces.
992	A471	God of prophecy.
993	A471.1	Goddess of prophecy.
994	A472	God of sleep.
995	A472.0.1	Angel of insomnia.
996	A472.1	Goddess of sleep.
997	A473	God of wealth.
998	A473.0.1	Angel of poverty.
999	A473.1	Goddess of wealth.
1000	A473.1.1	Goddess of prosperity.
1001	A474	Gods of youth and age.
1002	A474.1	God of youth.
1003	A474.1.1	Goddess of youth.
1004	A474.2	God (goddess) of longevity.
1005	A475	God of love.
1006	A475.0.1	Cupid with arrows of lead and gold.
1007	A475.0.2	Marriage-god.
1008	A475.1	Goddess of love.
1009	A475.1.1	Goddess of love with thousand faces.
1010	A475.1.1.1	Goddess of thousand eyes discovered by lousing.
1011	A476	Goddess of chastity.
1012	A477	Goddess of childbirth.
1013	A477.1	Goddess of cradle.
1014	A478	God of disease.
1015	A478.1	Goddess of pestilence.
1016	A478.2	God (goddess) of smallpox.
1017	A478.3	God (goddess) of cholera.
1018	A478.4	God of fevers.
1019	A478.5	Devil of leprosy.
1020	A478.6	Angel (demon) of blindness.
1021	A481	God of intoxication (or of wine).
1022	A482	God of gambling (luck).
1023	A482.1	Goddess of ill-luck.
1024	A482.1.1	Spirit of ill-luck a son of a god.
1025	A482.2	Goddess of good luck (Lakshmi).
1026	A483	God of mercy.
1027	A483.0.1	Angel of mercy.
1028	A483.1	Goddess of mercy.
1029	A484	God of oaths.
1030	A484.1	Goddess of oaths.
1031	A485	God of war.
1032	A485.1	Goddess of war.
1033	A485.2	Valkyries (shield-maidens). Demigoddesses who attend battle.
1034	A485.3	God of single-combats.
1035	A486	The Furies. Goddesses of vengeance.
1036	A487	God of death.
1037	A487.0.1	Death kills only those whose time it is to die.
1038	A487.1	Goddess of death.
1039	A488	God of destruction.
1040	A489	Gods of abstractions miscellaneous.
1041	A489.1	Goddess of protection.
1042	A489.2	God of strength.
1043	A489.3	God of fear.
1044	A489.3.1	Angel of fear.
1045	A489.4	God of laughter.
