motif_id	text
A164.2.	Adultery among the gods. Husband (god) traps wife and paramour with magic armor.
A164.3.	Polygamy among the gods. Polygamous marriage.
A164.3.1.	Krishna plays cards with his three wives.
A164.4.	Matriarchy among the gods. Matriarchy.
A164.5.	Polyandry among the gods. Polyandry.
A164.6.	God as lover of giantess. Giant.
A164.7.	Jealous wife of god. India.
A165.	Attendants and servants of the gods. God as craftsman. Animals of the gods.
A165.1.	Animals as attendants of god.
A165.1.1.	Ravens as attendants of god. Grimm Deutsche Birds as reporters of sights and sounds. Sit on Odin's shoulder and report what they see and hear. Two ravens follow wild huntsman.
A165.1.2.	Eagle as god's bird.
A165.1.3.	Red sea-bird god's pet.
A165.2.	Messenger of the gods.
A165.2.0.1.	Deity's messenger can assume any guise he wishes. Transformation and disenchantment at will.
A165.2.	1 Animals as messengers of the gods.
A165.2.1.1.	Wild beasts as messengers of the gods.
A165.2.1.1.1.	Wolves as god's dogs. Wild animals kept as dogs.
A165.2.1.1.2.	Tiger as god's messenger.
A165.2.1.1.3.	Elephant as god's messenger.
A165.2.1.1.4.	Bears as God's messengers.
A165.2.1.1.5.	Leopards as God's messengers.
A165.2.1.1.6.	Lions as God's messengers.
A165.2.2.	Birds as messengers of the gods. Goddess in form of bird. Helpful birds. Fairy in form of bird.
A165.2.2.1.	Cock as ambassador of god.
A165.2.3.	Angels as God's messengers.
A165.2.4.	Powers of nature (sun, moon, etc.
A165.3.	Cupbearer of the gods.
A165.3.1.	Cupbearer of the gods is god of smith-work.
A165.3.2.	A142. Smith of the gods. Cupbearer of the gods controls waters. Magic control of waters.
A165.4.	Watchman of the gods.
A165.4.1.	I 63. Demons as watchmen of the gods upon earth.
A165.5.	Doorkeeper of the gods.
A165.6.	Scribe of the gods. God of eloquence and learning.
A165.7.	Army of the gods (cf. Slain warriors revive nightly.
A165.8.	Magician of the gods.
A165.9.	Fisherman of the gods.
A166.	Dancers of the gods.
A167.	Assembly of gods.
A167.1.	Council of the gods.
A168.	Family of gods (cf. passim.
A169.	Mutual relations of the gods miscellaneous.
A169.1.	Judge and tribunal of the gods.
A170.	Deeds of the gods.
A171.	Gods ride through air. God rides flying elephant. God visits earth. Gods in disguise visit mortals.
A171.0.1.	God drives chariot over waves. Magic horse travels on sea or land. Magic chariot. Magic land and water chariot.
A171.0.2.	God ascends to heaven.
A171.0.3.	God descends from heaven. God visits earth. Gods in disguise visit mortals.
A171.0.3.1.	God descends on rainbow. Rainbow bridge to otherworld.
A171.0.3.2.	God descends in form of shooting star.
A171.1.	God rides through air on wind-swift horse. Flying horse.
A171.1.1.	God rides through air in chariot.
A171.1.2.	Valkyries ride through air and water. Boberg.
A171.2.	God flies in bird plumage. Iliad and Odyssey passim.
A171.3.	God flies in pillar of floating clouds, thunder, and lightning.
A172.	Gods intervene in battle. Gods and goddesses help the men, heroes, whom they like. God aids half-mortal son in battle. Demigods fight as allies of mortals. Magic reinforcements. Fairy aids mortal in battle. Mortals aid fairies in war. Substitute in battle. God as helper.
A173.	Gods deposed for a time. God with one hand.
A173.1.	In god's absence his function ceases. Goddess of fertility.
A173.2.	Gods imprisoned.
A175.	God reduces the elements to order. Culture hero establishes law and order.
A175.1.	God supplies reproductive energy to all things.
A176.	God ordains ceremonies and regulations. Origin of customs.
A177.	God as thief. Frazer Apollodorus II 6 n. 1 (Hermes).
A177.1.	F365. Fairies steal. God as dupe or trickster. Culture hero as dupe or trickster. Fairy loses stronghold by consenting to lend it for "a day and a night".
A178.	God as prophet. Prophets.
A179.	Deeds of the gods miscellaneous.
A179.1.	God as rath-builder. Fort produced by magic. Giants as builders of great structures.
A179.2.	God given dominion over floating island. Wandering island.
A179.3.	God deliberately has enemies kill him.
A179.4.	Head of god bitten off by shark.
A179.5.	Deity reincarnated.
A162.5.	God reborn of human woman.
A179.6.	God has power to create men.
A179.7.	God divests self of earthly raiment and clothes self with lightning.
A179.8.	God hides from sun in shadow of a cloud.
A179.9.	God plays with leviathan. God rests on leviathan. Leviathan.
A180.	Gods in relation to mortals. Marriage to god in bull form. Tabu: mortal lusting after goddess. Tabu: man looking at nude goddess. Tabu: goddess seeing mortal husband naked. God in guise of mortal. God transformed to giant with three heads and six arms. Invisibility conferred by a god. Cure by deity. Resuscitation by a god. Reincarnation: god reborn as man. Reincarnation: man becomes god. God visits earth. Immortal exchanges immortality with mortal. Goddess cursed. Deity as helper. Ireland given to mortals by gods in payment of eric for death of their leader. Hospitality rewarded opposite punished. Personal offences against gods punished. Punishment of woman who prefers mortal lover to gods. Sacrifices. Mortal and supernatural being in love. Marriage of a mortal and a god. Child nourished by sucking thumb of a god. Saints have divine visitors.
A181.	God serves as menial on earth. Fairy serves mortal. God disguised as menial. Menial hero. Punishment: noble person must do menial service. Angel of death spares mother who is suckling children. As punishment angel must serve as sexton,
A181.1.	God clears plains. Culture hero clears plains. Topographical features caused by experiences of primitive hero. Fairies clear land. Strong man clears plain.
A181.2.	God as cultivator.
A182.	God reveals himself to mortals.
A182.0.1.	God does not reveal himself; men unable to endure his glory.
A182.0.2.	Human intellect unable to conceive God's essence.
A182.1.	God reveals secrets (mysteries) to mortals.
A182.1.1.	Household gods speak to explain events.
A182.2.	God gives name to child.
A182.3.	God (angel) speaks to mortal. Saints have divine visitors. Mortal visited by angel.
A182.3.0.1.	God speaks to Moses from bush. Speaking bush.
A182.3.0.1.1.	Angel speaks to Patrick from bush that merely seems to burn.
A182.3.0.2.	God speaks to saint in prison.
A182.3.0.3.	Saint speaks with God each Thursday.
A182.3.0.3.1.	Saint goes to heaven every Thursday (each day) and talks with angels. Saint goes to heaven every Thursday.
A182.3.0.4.	God does not directly address women; uses interpreter.
A182.3.0.5.	God speaks from mountain.
A182.3.1.	God consoles mortal.
A182.3.2.	God rebukes mortal.
A182.3.3.	God blesses mortal.
A182.3.4.	God makes promises to mortal.
A182.3.4.1.	God in form of fakir visits king and gives him advice.
A182.3.4.2.	God promises mortal prosperity for man and offspring.
A182.3.5.	God advises mortal.
A182.3.6.	Moon-god, overcome in contest with mortal, threatens to withold rain and game. Hoarded game.
A183.	Deity invoked.
A183.1.	Male god invoked in east; female in west.
A184.	God as founder and protector of certain peoples.
A184.1.	God as protector of Israel.
A185.	Deity cares for favorite individuals.
A185.1.	God helps mortal in battle. Gods intervene in battle. Culture hero has supernatural helpers. Demigods act as allies of mortals. Fairy aids mortal in battle. Helpers.
A185.2.	Deity protects mortal.
A185.2.1.	God rescues sleeping man from attack.
A185.2.2.	God makes man's hand rigid so he can no longer torment captive. Magic paralysis.
A185.2.3.	God makes sword drop from assailant's hands.
A185.3.	Deity teaches mortal.
A185.4.	Deity buries dead mortal.
A185.5.	Deity assists at man's wedding. Happenings at weddings.
A185.6.	Deity particular friend to one mortal.
A185.6.1.	God kisses mortal.
A185.6.1.1.	Kiss of God causes painless death.
A185.7.	God prepares food for mortal.
A185.8.	Deity promises to restore city.
A185.9.	Covenant between God and mortal. Bargains and promises.
A185.10.	Deity accompanies mortal on journey as guide.
A185.11.	God rewards mortal for pious act. Piety rewarded.
A185.12.	Deity provides man with soul. Devil's unsuccessful attempt to vivify his creations as God has done. The soul.
A185.12.1.	God resuscitates man. Resuscitation.
A185.12.2.	God removes mortal's soul. The soul.
A185.13.	God puts mortal to test. H. Tests.
A185.14.	God controls mortals' sinning.
A185.14.1.	God causes mortals' sin.
A185.14.2.	God witholds mortal from sinning.
A185.15.	God establishes peace between mortals.
A185.16.	God pities mortal.
A185.17.	God visits sick mortal.
A187.	Gods and men judge each other.
A187.1.	God as judge of men.
A187.2.	Mortal as umpire of quarrel between gods. Magic object acquired by acting as umpire for fighting heirs. Dwarfs seek human help in their fights and troubles.
A188.	Gods and goddesses in love with men. Love of goddess for mortal.
A188.1.	Philandering god. Seduction by posing as a god.
A188.2.	Gods as ancestors of mankind.
A189.	Gods in relation to mortals
A189.0.1.	miscellaneous.
A189.1.	Mortal as ally of gods.
A189.1.1.	Man as helper of thundergod. Thundergod pursues and slays the devil. Allies and possessions of the devil. Man shoots the devil with a silver gun.
A189.2.	God summoned by weeping. Return from the dead to stop weeping. Ghost summoned by weeping.
A189.3.	Man cheats a god in throwing dice.
A189.4.	God jealous of a mortal.
A189.5.	Goddess' throne shakes when some mischance befalls her faithful worshipper.
A189.6.	Deity appears before human being after prayers.
A189.7.	Deity ascertains destiny of newborn babe and inscribes it upon his forehead.
A189.8.	N121. Fate decided before birth. Accountants of god keep lists of good and bad acts of human beings.
A189.9.	Early period when gods and men lived together, gods ruling men, ordaining how they should live and originating various customs.
A189.10.	Goddesses come down to earth by a silken thread, are offended by raja and produce drought. God visits earth.
A189.11.	Mortal adopted son by god.
A189.13.	Goddess protects animals from hunters. Gods forced by mortals to take refuge underground. Home of gods inside of hill.
A189.14.	God's enemies.
A189.15.	God as fructifier of mankind and the earth.
A189.16.	Gods give divinity to mortal.
A189.17.	Night the period of gods, day the period of mankind.
A190.	Gods: miscellaneous motifs.
A191.	Goddess rejuvenates self when old.
A191.1.	A153. Magic food rejuvenates the gods. Goddess of youth. Great age of the gods. Magic drink gives immortality to gods. Remarkable longevity of culture heroes. Magic object gives longevity. Magic longevity. No time, no birth, no death in otherworld. Fairies as sprites who have been given immortality. Age of giants. Extremely old person. Extraordinary longevity of saints.
A192.	Death or departure of the gods.
A192.1.	Death of the gods. Mortality of fairies.
A192.1.1.	Old god slain by young god.
A192.1.2.	God killed and eaten.
A192.2.	Departure of gods.
A192.2.1.	Deity departs for heaven (skies). Am.
A192.2.1.1.	Deity departs for moon.
A192.2.2.	Divinity departs in boat over sea.
A192.2.3.	Divinity departs to submarine home.
A192.2.4.	Divinity departs in column of flame.
A192.3.	Expected return of deity. Banks Is.
A192.4.	Divinity becomes mortal.
A193.	Resurrection of gods.
A194.	Divinity's emotions.
A194.1.	Divinity weeps.
A194.2.	God's vengeance.
A194.3.	God's jealousy.
A194.4.	God's joy.
A195.	Divinity's companions.
A195.1.	God dealing with his angels.
A195.2.	Wisdom as God's companion.
A195.3.	Bird as the shadow of a god.
A196.	Deity's limitations.
A196.1.	Fate controls gods.
A196.2.	Decree of gods irrevocable. Irrevocable judgments.
A196.2.1.	Deity changes decision.
A197.	Deity controls elements. Magic control of the elements.
A199.	Gods additional motifs.
A199.1.	Spirit of deity animates earthen jar when it is placed beneath banyan tree.
A199.2.	God has magic vision only from his throne.
A199.3.	D1820. Magic sight. Deity's child becomes fire as soon as he is born.
A199.4.	Wind drives buffaloes for god.
A199.5.	God's day is one thousand years.
A199.6.	Deity authenticates sacred writings in heaven.
A199.7.	Drums and flutes off-shore announce approach of gods.
A200.	God of the upper world. Supreme god.
A205.	Witch-woman of upper world.
A210.	Sky-god.
A210.1.	A101. Supreme god.
A211.	God of heaven (cf.
A216.	God of the air. Religion and Ethics s. v. "Air and gods of the air";
A220.	Sun-god. Am. Nature and condition of the sun.
A220.0.1.	Sun-god commits adultery.
A220.0.2.	Sun-god couples with the moon.
A220.1.	Sun-goddess. Goddess of dawn.
A220.2.	The sun-god and his family.
A221.	Sun-father.
A222.	Sun-god bitten by snake, leaves earth for heaven.
A225.	Son of the sun.
A226.	Sun father-in-law.
A227.	Two sun-gods.
A227.1.	Male sun-god while ascending; female while setting.
A227.2.	One sun-god for night; another for day (Osiris, Horus).
A240.	Moon-god.
A240.1.	Moon-goddess.
A250.	Star-god. Twin gods. Stars as deities.
A251.	God of morning star.
A252.	God of evening star.
A253.	God of north star.
A253.1.	Goddess of north star.
A255.	Star-deity and drought-demon fight. Contest of heat and cold.
A260.	God of light. Combat between god of light and dragon of ocean.
A260.1.	Goddess of light.
A270.	God of dawn.
A270.1.	Goddess of dawn.
A280.	Weather-god. Magic weather phenomena. Magic control of the elements.
A281.	Storm-god.
A281.1.	Storm-goddess.
A282.	Wind-god.
A282.0.1.	Wind-goddess.
A282.0.1.1.	Facial features of wind-goddess reversed. Monstrous gods.
A282.0.2.	Wind-angel.
A282.1.	God of whirlwind. Typhon. He is represented as having serpents' heads on his shoulders, as having a voice like the sound of many beasts and eyes which flash fire. Typhon.
A283.	Cloud-god.
A283.1.	Cloud-angel.
A284.	God of thunder. Rainbow as bow of thunder god.
A284.0.1.	Angel of thunder.
A284.1.	Goddess of thunder.
A284.2.	Thunderbird. A mythical giant bird usually thought of as a thunder-god. Alexander N. Am. Giant birds.
A284.3.	Appearance of thunder-spirit. Thunder spirits.
