type_id	label	text
1121	The Ogre's Wife Burned in Her Own Oven	The Ogre's Wife Burned in Her Own Oven. A man throws the ogre's (giant's, devil's) wife (sister, mother, daughter) or a witch into the fire (furnace) or tricks her into climbing into her oven. The ogress is burned . Cf. Type 327A. 
1122	The Ogre's Wife Killed Through Other Tricks	The Ogre's Wife Killed Through Other Tricks. Miscellaneous type. E.g. a man stabs her with her own knife, or she is persuaded to test a rope and hangs herself . Cf. Type 328. 
113	The Mice Choose Cat as King	The Mice Choose Cat as King. This miscellaneous type consists of various tales in which mice choose a cat as their king.
113*	The Cat's Funeral	The Cat's Funeral. Mice preparing to bury a cat find that it is not really dead. The cat kills them. 
1130	Counting out Pay	Counting out Pay. Using a trick, a man is released from an agreement with the devil (seldom with another demonic being). The devil has to give the man a hat (boot, bag or other container) full of gold. The man digs a pit and plans his hat with a hole in it (fixes a bottomless container on the roof of a house) so that the devil has to give him an enormous amount of gold (cannot fill the container). The devil disappears . Cf. Type 773**. 
1131	Hot Porridge in the Ogre's Throat	Hot Porridge in the Ogre's Throat. A man (woman, animal) who is threatened by an ogre (devil, demon, robber, tiger, badger) burns the ogre's throat by feeding him hot porridge (hot stones instead of rice-cakes or potatoes, glowing coal instead of fish, etc.) . 
1132	Flight of the Ogre with his Goods in the Bag	Flight of the Ogre with his Goods in the Bag. An ogre (giant, devil, master) tries to get away from his farmhand. The farmhand hides in the ogre's bag (chest) so that the ogre unwittingly takes him along . Cf. Type 311.
1133	Making Strong (previously Making the Ogre Strong by Castration)	Making Strong (previously Making the Ogre Strong by Castration). (Including the previous Type 1134.) This tale exists chiefly in two different forms: (1) A man tells an ogre (giant, devil) that an ox (horse) is strong because it is gelded . To become strong, the ogre orders the man to castrate him, and they agree that the ogre will castrate the man the next day. The man substitutes his wife in man's clothes . The ogre thinks that she is already castrated. (Cf. Type 153 with the bear in place of the ogre.) (2) An ogre (demon) wants to become as strong as a man. In order to toughen (heal) the ogre, the man scalds him (injures him otherwise) . (Previously Type 1134.) 
1134		
1135	Eye-Remedy	Eye-Remedy. (Including the previous Type 1136.) A man (with the absurd name “Myself”) pretends to heal (replace) the eyes of an ogre (giant, devil, cobold, water nix, fairy child, jackal) . He pours a glowing mass (melted lead or tin) into the ogre's eyes so that he is blinded . Queried about who has hurt him, the ogre answers, “Myself.” Cf. Types 1137, 1138. 
1136		
1137	The Blinded Ogre	The Blinded Ogre. (Polyphemus, Tepegöz) A man (together with others) who is traveling (in a forest, in the wilderness) accidentally comes to the cave (hut) of an (one-eyed ) ogre  living alone (with his mother) and tending sheep. The ogre catches the man and threatens to devour him. The man pretends to be a physician  and promises to heal the ogre's eye(s) (the ogre falls asleep). The man heats a metal spear, thrusts it into the ogre's eye , and escapes from the blinded ogre by covering himself with a sheepskin  or by hiding under the belly of a ram that walks out of the cave . Cf. Types 953, 1135. In some variants, the ogre later tries to recapture the man by using a magic ring (object) which compels the fugitive to keep calling out,“Here I am” . The man succeeds in escaping from the ogre once more: He cuts off his finger with the ring and throws it into the sea. The ogre goes after the ring and is drowned. 
1138	Gilding the Beard	Gilding the Beard. A (young) man who calls himself “Such a one” persuades an ogre (devil, priest) to have his beard gilt. He covers the beard with tar and leaves the ogre stuck to the tar-kettle. The ogre wanders around with his kettle and asks everyone, “Have you seen such a one?” . In some variants, a trickster who calls himself “Such a thing” pretends to heal a woman: He covers her with treacle. When she asks her neighbors, “Have you seen such a thing?” they tell her that they never have. Cf. Types 1135, 1137. 
1139	Carrying a Sham-Dead Person (previously The Ogre Carries the Sham-Dead Man)	Carrying a Sham-Dead Person (previously The Ogre Carries the Sham-Dead Man). An ogre (giant, devil) carries an apparently dead man and pretends that the man already smells . 
113A	Pan Is Dead (previously King of the Cats Is Dead)	Pan Is Dead (previously King of the Cats Is Dead). A man (dwarf) hears a voice (of a cat) that tells him to announce that a third figure (the god Pan, the king of the cats) is dead. The man does not recognize either the voice or the name of the dead person. When he comes home he tells what happened. When the maid (cat) hears this, she says she has to leave (is now the new king of the cats), goes away, and never comes back . In some variants a man kills a cat that follows him. Before she dies, the cat tells the man to inform a particular person of her death. When the man comes home and tells what happened, his own cat kills him. 
113B	The Cat as Sham Holy Man	The Cat as Sham Holy Man. A cat (tom-cat) who pretends to be a holy man (a pilgrim) enlists mice (rats) as disciples. It eats them one by one as they file by or listen to his sermons. In some variants the cat fails to deceive the mice . Cf. Types 20D*, 165. 
1140	Sleeping with Open Eyes	Sleeping with Open Eyes. A man claims to sleep with open eyes. Thus he beguiles an ogre (devil) into sleeping, and can rob him . 
1141	Drinking a Reflection (previously Drinking Girl's Reflection)	Drinking a Reflection (previously Drinking Girl's Reflection). An ogre (giant, devil) sees the reflection of a beautiful girl (fugitives ) in the water. He attempts to drink the lake (river) dry (and bursts) . Cf. Types 34, 92, 408, 1335–1336A. 
1142	How the Lazy Horse Was Cured (previously Hot Tin under the Tail of the Ogre's Horse)	How the Lazy Horse Was Cured (previously Hot Tin under the Tail of the Ogre's Horse). (Including the previous Type 1682*.) An ogre (giant, farmer) has a lazy horse (donkey). A man (smith, pharmacist) advises him to put something burning (e.g. pepper, hot paprika, hot tin) into the horse's anus. The owner does so and the horse runs away . (In order to catch the animal, the owner tries the remedy himself and runs faster than his horse.) 
1143	Ogre Otherwise Injured	Ogre Otherwise Injured. (Including the previous Types 1143A–1143C.) Miscellaneous type. An ogre (giant, devil, witch, old man) is tricked into getting his tongue (nose, beard) caught in a split log of wood (hole in the door) – cf. Types 38, 151, 1159, 1160. After his tongue has been cut off, the ogre cannot speak clearly and gets into trouble (previously Type 1143A), or his nose is caught in the ventilation hole in the roof (previously Type 1143B). In some variants, the ogre is persuaded to sit on a pole and is pierced to death. (Previously Type 1143C.) 
1145	Afraid of Strange Noise (previously The Ogre Afraid of what Rustles or Rattles)	Afraid of Strange Noise (previously The Ogre Afraid of what Rustles or Rattles). An ogre (giant, devil) is afraid of what rustles or rattles (voices of unknown animals). A man sets some juniper on fire  (imitates animals). (The ogre flees or fulfills the man's wish.) In some variants, the devil and God frighten one another: The devil makes a great storm and beats with a cudgel on the bark of the tree, but God is not frightened. The devil is afraid of thunder. 
1146	Millstones	Millstones. (Including the previous Type 1019*.) A man and an ogre (giant) boast about their strength. The man pretends that millstones are his mother's pearls or that a harrow is his sister's (grandmother's) comb. The ogre is overawed . In some variants, an ogre uses a harrow as a hair brush and hurts his head. (Previously Type 1019*.) 
