Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: J21.52.9.	"He who throws himself against a wave is overthrown by it”: proved true. Jewish: *Neuman.
Skipped line. No motif ID found. Original line: J22.	Precepts of the lion to his sons. Only the younger keeps them and is successful. Pauli (ed. Bolte) No. 20. Lo. Victorious youngest child.
Skipped line. No motif ID found. Original line: J22.1.	Precept of the lion to his sons: beware of man. Pauli (ed. Bolte) No. 20; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J22.2.	Precept of the lion to his sons: honor the woods. Pauli (ed. Bolte) No. 20.
Skipped line. No motif ID found. Original line: J22.3.	Precept of the lion to his sons: keep peace with the neighbors. Pauli (ed. Bolte) No. 20.
Skipped line. No motif ID found. Original line: J23.	Merchants try honesty for a year and find that it pays. So advised by priest when they said that they could not do business without dishonesty. Pauli (ed. Bolte) No. 394; Irish: Beal XXI 307, O'Suillea- bhain 25.
Skipped line. No motif ID found. Original line: J24.	Fools learn to be peaceable. Two fools in the habit of striking people are brought together when they strike each other until they appreciate the value of peace. Pauli (ed. Bolte) No. 38.
Skipped line. No motif ID found. Original line: J25.	Why great man plays with children. This is to be learned only when one has children himself. Anecdote of Agesilaus. Pauli (ed. Bolte) No. 738.
Skipped line. No motif ID found. Original line: J553.	Aesop with the unbent bow. Upbraided when found playing with children.
Skipped line. No motif ID found. Original line: J26.	Enemies can be won more by kindness than cruelty. Romans learn this by experience. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J27.	Man learns the fear of Death by meeting Life. Life (old woman) beheads him and replaces his head backwards. Simpleton left in fear for hours before head is readjusted. Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: E34.	Resuscitation with misplaced head.
Skipped line. No motif ID found. Original line: E783.1.	Head cut off and suc- cessfully replaced.
Skipped line. No motif ID found. Original line: H1376.2.1.	Quest: to learn what fear of Death is.
Skipped line. No motif ID found. Original line: Z111.	Death personified.
Skipped line. No motif ID found. Original line: Z113.	Life personified.
Skipped line. No motif ID found. Original line: J30.	Wisdom (knowledge) acquired from inference.
Skipped line. No motif ID found. Original line: H505.	Test of cleverness: uttering three wise words. Youths called on to do so display by their answers extraordinary powers of deduction.
Skipped line. No motif ID found. Original line: J31.	Encounter with clever children (woman) dissuades man from visit. On way to a city meets children and they are so clever that he turns back home, fearing how clever their parents must be. *Wes- selski Gonnella 118 No. 15, *Hodscha Nasreddin II 227 No. 481; Jap- anese: Ikeda.
Skipped line. No motif ID found. Original line: J31.1.	Cleverness of men disguised as peasants dissuades rivals from dispute. Wise men of two rival cities engage in dispute. One dele- gation disguises as peasants and debates with their adversaries.   ## p. 16 (#20) ##############################################  16 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J32.	Latter withdraw fearing how clever the educated must be if their peasants are so learned. Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: K1816.	Menial disguise. Arrow as man's message shows lion how terrible man himself must be. Wienert FFC LVI 67 (ET 316), 122 (ST 312); Babrius No. 1; Halm Aesop No. 403; BP II 99.
Skipped line. No motif ID found. Original line: J33.	Blind man who feels young wolf recognises his savage nature. Wienert FFC LVI 69 (ET 329), 122 (ST 314); Halm Aesop 57.
Skipped line. No motif ID found. Original line: J34.	Odor of the wine cask. How fine wine must been been to leave so good an odor. Wienert FFC LVI 76 (ET 416), 122 (ST 313); Phaedrus III No. 1; Jacobs Aesop 220 No. 81.
Skipped line. No motif ID found. Original line: J50.	Wisdom (knowledge) acquired from observation.
Skipped line. No motif ID found. Original line: J962.	Tasks performed by close observation.
Skipped line. No motif ID found. Original line: J51.	Sight of deformed witches causes man to release wife from spin- ning duty. They tell him that their deformity has come from too much spinning. *Type 501; *BP I 109ff. (Gr. No. 14); **Von Sydow Två Spinnsagor.
Skipped line. No motif ID found. Original line: G201.1.	Three witches (hags) deformed from much spinning.
Skipped line. No motif ID found. Original line: M233.	Three deformed witches invited to wedding in exchange for help.
Skipped line. No motif ID found. Original line: J52.	King observes retaliation among animals: becomes just. Dog breaks fox's foot; man breaks dog's; horse breaks man's leg; horse steps in hole and breaks his. Chauvin II, 116 No. 93.
Skipped line. No motif ID found. Original line: J133.	Animal gives wise example to man.
Skipped line. No motif ID found. Original line: N170.	The capriciousness of luck.
Skipped line. No motif ID found. Original line: Z20.	Cumulative tales.
Skipped line. No motif ID found. Original line: J52.1.	Understanding of universality of death from watching animals prey on one another. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J52.2.	King descends to bottom of sea in glass barrel to learn wisdom from observing fish. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J53.	Army saved from ambush by observation of birds' movements. Birds fly from part of woods in which ambushed men lie. Pauli (ed. Bolte) No. 541; Japanese: Ikeda.
Skipped line. No motif ID found. Original line: K2351.	Animals help in military victory.
Skipped line. No motif ID found. Original line: J55.	Ruler learns lesson from the example of an exiled king. Rewards the exile rather than a successful merchant. Italian Novella: Ro- tunda.
Skipped line. No motif ID found. Original line: J56.	Unscrupulous conduct of business learned from observation of usurer's own practices and used against him. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: P435.	Usurer.
Skipped line. No motif ID found. Original line: Q286.	Uncharitableness punished.
Skipped line. No motif ID found. Original line: W155.	Hardness of heart.
Skipped line. No motif ID found. Original line: J56.1.	Ruler learns lesson from seeing city governed by king as unchari- table as he. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J61.	Hare instructs his sons to use their eyes to advantage. Type 72*.
Skipped line. No motif ID found. Original line: J62.	Observation of dying people for a year takes man's thoughts from lust. Pauli (ed. Bolte) No. 265.
Skipped line. No motif ID found. Original line: J64.	Ducklings take to water from instinct. Bridegroom thus brought to understand bride's expertness in lovemaking. Italian Novella: *Rotunda.   ## p. 17 (#21) ##############################################  J. The wise and the foolish 17
Skipped line. No motif ID found. Original line: J65.	Birds having learned their possible dangers are forced from nest by mother. Nouvelles Récréations No. 87.
Skipped line. No motif ID found. Original line: J67.	Drops of water make hollow in stone: thus repeated impressions penetrate mind. Jewish: Neuman.
Skipped line. No motif ID found. Original line: J67.1.	Lazy pupil determines to be more diligent by watching man building home one wattle at a time, and seeing how water fills hole one drop at a time. Irish myth: Cross.
Skipped line. No motif ID found. Original line: J80.	Wisdom (knowledge) taught by parable. Irish myth: Cross; Ice- landic: *Boberg; Bødker Exempler 272 No. 1; Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: H588.7.	Father's counsel: find treasure within a foot of the ground. (Sons dig everywhere and thus loosen soil of vineyard, which becomes fruitful.)
Skipped line. No motif ID found. Original line: H600.	Symbolic interpretations.
Skipped line. No motif ID found. Original line: J462.3.	Father leaves sons three jewels-Christianity, Judaism, Mohammedanism.
Skipped line. No motif ID found. Original line: J462.2.	Unne- cessary choice of philosophies. Aristotle drinks both red and white wine to show that all philosophies are good.
Skipped line. No motif ID found. Original line: J553.1.	Aesop with the unbent bow. Upbraided when found playing with children, he unstrings a bow and shows how good relaxation is.
Skipped line. No motif ID found. Original line: J1011.	Lazy woman resumes her work. She sees how a little bird by persistence pecks a hole in a stone.
Skipped line. No motif ID found. Original line: J1021.	The quarreling sons and the bundle of twigs. Peasant puts twigs together and cannot break them. Separately they are easily broken. His sons apply the lesson.
Skipped line. No motif ID found. Original line: J1163.	Pleading for accused by means of parable.
Skipped line. No motif ID found. Original line: J80.1.	Three thousand parables of Solomon. Jewish: *Neuman.
Skipped line. No motif ID found. Original line: J80.1.1.	Solomon proves to his mother the inferiority of woman's wis- dom. Lithuanian: Balys Index No. *920B.
Skipped line. No motif ID found. Original line: J80.2.	Minister taught by parable to make obeisance to the new king. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J81.	The dishes of the same flavor. Man thus shown that one woman is like another and dissuaded from his amorous purpose. *Basset 1001 Contes II 25; *Wesselski Märchen 209; Boccaccio Decameron I No. 5 (Lee 17); Lithuanian: Balys Index No. *981; Russian: Andrejev No. *981 (II); Italian Novella: *Rotunda; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J816.4.	Woman tactfully restrains amorous king.
Skipped line. No motif ID found. Original line: T320.	Escape from undesired lover.
Skipped line. No motif ID found. Original line: J81.0.1.	Monotony of restriction to one's favorite food. Counselor refuses to arrange extramarital pleasures for his lord. Ruler feeds him only his favorite food until the counselor protests the monotony. Ruler drives home his point. Italian Novella: Rotunda, Cent Nouvelles Nouvelles No. 10.
Skipped line. No motif ID found. Original line: J81.1.	Society is like a dish: must be properly mixed. Plates having salt, pepper, fish, etc. not edible without mixing. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J81.2.	To each his appropriate food. Woman gives morsel of various foods to each guest, with explanation. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: H601.	Wise carving of the fowl.
Skipped line. No motif ID found. Original line: J81.3.	Parable comparing canons to a stew made of their individual meals. Nouvelles Récréations No. 3.
Skipped line. No motif ID found. Original line: J82.	Priest walks in the mud. Congregation follows evil ways of priest. He walks in mud but they will not follow him. He thus shows them the folly of following his evil ways. Pauli (ed. Bolte) No. 68.
Skipped line. No motif ID found. Original line: J83.	The gray and the black hairs: enemies reconciled. Duke summons two inveterate enemies. Has them tear out one of his hairs, one a gray, the other a black. Both pain him equally. He shows how 2   ## p. 18 (#22) ##############################################  18 Motif-Index of Folk-Literature their quarrels hurt him. They are reconciled. Pauli (ed. Bolte) No. 401.
Skipped line. No motif ID found. Original line: J84.	Picking up water thrown on ground no harder than the undoing of slander. Spanish: Boggs FFC XC 98 No. 836G*.
Skipped line. No motif ID found. Original line: J85.	Chair over fiery pit as figure of precariousness of life. Wesselski Mönchslatein 94 No. 78; Alphabet No. 685.
Skipped line. No motif ID found. Original line: J86.	Rocks falling together and thread entering needle's eye suggest sexual intercourse: hence its beginning. Chinese: Graham.
Skipped line. No motif ID found. Original line: A1352.	Origin of sexual intercourse.
Skipped line. No motif ID found. Original line: J88.
Skipped line. No motif ID found. Original line: J87.	Men shamed for their cowardice by woman standing naked before them. (Usually connected with Jus Primae Noctis [T161]). Wesselski Archiv Orientální I 83f.; Lithuanian: Balys Index No. *2429.
Skipped line. No motif ID found. Original line: W121.4.	Queen mother shames son for cowardice. Wisdom taught by parable: cloud which gives rain to thirsting crops or drops it in ocean. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J91.	Monk shames accuser by telling parable. Wind, Water, and Modesty (Sense of Shame). The first two give their addresses but the third says she has no address as no one wants her. Italian Novella: Ro- tunda.
Skipped line. No motif ID found. Original line: J92.	Boy saves life by showing father foolishness of plowing up his crop. Father has been persuaded to kill child. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J120.	Wisdom learned from children.
Skipped line. No motif ID found. Original line: J94.	Difficulty of thinking of God when occupied with worldly affairs. Shown by test: holy man made to carry milk without spilling. So occupied he forgets to think of God. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J95.	Fool digs holes in edge of road. Only those departing from straight path will fall in. Truth of principle later seen. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J96.	Man kills nest of ants: so God punishes man. (Cf.
Skipped line. No motif ID found. Original line: J225.0.4.	) India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J97.	Lotus flower flourishes as long as it is in water: king should not leave castle. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J98.	Stones shaken in jar: difficulty in learning many dialects. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J99.	Wisdom (knowledge) taught by parable.
Skipped line. No motif ID found. Original line: J99.1.	Relative pleasures of sexes in love taught by parable. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: T2.	The relative pleasures of love.
Skipped line. No motif ID found. Original line: J99.2.	Father bequeathes four pots to sons: eldest finds earth in his; second, bones; third, rice husks; youngest, rupees (eldest to get land; second, cattle; third, grain; youngest to keep money). India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J462.3.	Unnecessary choice of religion.
Skipped line. No motif ID found. Original line: J100.	Wisdom (knowledge) taught by necessity.
Skipped line. No motif ID found. Original line: J101.	Crow drops pebbles into water jug so as to be able to drink. Wienert FFC LVI 64 (ET 272), 106 (ST 186, 246); Jacobs Aesop 213 No. 55.   ## p. 19 (#23) ##############################################  J. The wise and the foolish 19
Skipped line. No motif ID found. Original line: J102.	Bear learns how to catch crabs with his hairy claws. Wienert FFC LVI 63 (ET 263), 106 (ST 185). 186.
Skipped line. No motif ID found. Original line: J120.	Wisdom learned from children. *Chauvin VIII 62 No. 27; Penzer I
Skipped line. No motif ID found. Original line: J92.	Boy saves life by showing father foolishness of plowing up his crop.
Skipped line. No motif ID found. Original line: K433.	Child's curiosity exposes thief.
Skipped line. No motif ID found. Original line: S261.1.	Child as foundation sacrifice smiles and wins freedom. -
Skipped line. No motif ID found. Original line: J121.	Ungrateful son reproved by naïve action of his own son: preparing for old age. Man gives his old father half a carpet to keep him warm. Child keeps the other half and tells his father that he is keeping it for him when he grows old. *Bédier Fabliaux 463f.; *Pauli (ed. Bolte) Nos. 436, 760; Crane Vitry 260 No. 288; Herbert III 25; *BP II 135, IV 172 n. 14; Scala Celi No. 530; *Krappe Bulletin Hispanique XXXIX 41. Lithuanian: Balys Index No. *996; Russian: Andrejev No. *982; Spanish Exempla: Keller; Italian Novella: *Rotunda; Chi- nese: Eberhard FFC CXX 256f. No. 201; Japanese: Ikeda.
Skipped line. No motif ID found. Original line: P233.	Father and son. Q281 1. Ungrateful children punished.
Skipped line. No motif ID found. Original line: S140.1.	Abandonment of aged.
Skipped line. No motif ID found. Original line: W154.	Ingratitude.
Skipped line. No motif ID found. Original line: J121.1.	Ungrateful son reproved by naïve action of his own son: prepar- ing for old age (wooden drinking cup or bowl). Spanish: Childers; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J121.2.	Undutiful son rebuked by father. Father tells son not to drag him past the threshold, because he had dragged his own father only up to that point when he had thought of putting him out of his house. Spanish: Childers.
Skipped line. No motif ID found. Original line: Q588.	Ungrateful son punished by having a son equally ungrateful.
Skipped line. No motif ID found. Original line: J122.	Naïve remark of child: "You forgot to strike mother." A father in habit of beating his wife remarks that he has forgot something. The child says, "I know. You forgot to strike mother." Wesselski Mönchslatein 170 No. 133.
Skipped line. No motif ID found. Original line: P233.	Father and son.
Skipped line. No motif ID found. Original line: S62.	Cruel husband.
Skipped line. No motif ID found. Original line: J122.1.	Seducer about to seduce mother of child refrains when child wisely remarks that he is sad because his father has left his mother exposed to such dangers. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J123.	Wisdom of child decides lawsuit. King in disguise sees child's game which represents the case. *Wesselski "Der Knabenkönig und das kluge Mädchen" (Sudetendeutsche Zs. f. Vksk. [1930] Beiheft 1) passim; *Chauvin V 86 No. 26 n. 1; DeVries FFC LXXIII 323ff.; Scala Celi No. 895; Japanese: Ikeda.
Skipped line. No motif ID found. Original line: H41.5.	Unknown prince shows his kingly qualities in dealing with his playmates.
Skipped line. No motif ID found. Original line: J1170.	Clever judicial decisions.
Skipped line. No motif ID found. Original line: K1921.1.	Son of the king and of the smith exchanged.
Skipped line. No motif ID found. Original line: P35.	Unknown prince chosen chief of children in play.
Skipped line. No motif ID found. Original line: J123.1.	Clever prince overrules seemingly just decisions of king. Jewish: Neuman.
Skipped line. No motif ID found. Original line: J124.	Learning the virtue of patience from children. When their meals are stolen, they quietly search for them. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J125.	Parents's misdeeds innocently betrayed by children. Italian No- vella: Rotunda; West Indies: Flowers 474.
Skipped line. No motif ID found. Original line: K435.	Child's song incriminates thief.
Skipped line. No motif ID found. Original line: J125.1.	The wine needs no further water. Guests asks small daughter of inn- keeper for water to put into his wine. She says, "You will not have 2*   ## p. 20 (#24) ##############################################  20 Motif-Index of Folk-Literature to do that for mother poured a whole tubful into the cask today." *Pauli (ed. Bolte) No. 374.
Skipped line. No motif ID found. Original line: J1312.	The watered wine.
Skipped line. No motif ID found. Original line: J125.2.	Adulteress betrayed by little child's remark. Jewish: Neuman; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: T575.1.1.2.	Child in mother's womb reveals adultery.
Skipped line. No motif ID found. Original line: J125.2.1.	Child unwittingly betrays his mother's adultery. Tells father not to step across chalk line drawn around secretary; if he does se- cretary may do to him what he did to Mother the other day. Cent Nouvelles Nouvelles No. 23.
Skipped line. No motif ID found. Original line: J130.	Wisdom (knowledge) acquired from animals.
Skipped line. No motif ID found. Original line: A2237.1.	Animal reveals mistress's adultery: punished by master. B120-
Skipped line. No motif ID found. Original line: B169.	Animals with magic wisdom.
Skipped line. No motif ID found. Original line: B505.	Magic object received from animal.
Skipped line. No motif ID found. Original line: D1318.2.1.	Laughing fish reveals unjust judgment.
Skipped line. No motif ID found. Original line: K604.	The three teachings of the fox (bird).
