motif_id	text
A1254.	Man created from seeds.
A1254.1.	New race from seeds thrown over head after deluge.
A1255.	Man made from plant.
A1255.1.	Man from sugar-cane stalks.
A1255.2.	Man from ears of corn. Alexander
A1256.	Man made from herb.
A1256.1.	Man made from grass.
A1260.	Mankind made from miscellaneous materials.
A1260.1.	Man made from combination of different objects. Grimm Deutsche
A1260.1.1.	Man made of four elements.
A1260.1.2.	Man made of substances from eight different sources.
A1260.1.4.	Seven substances employed in composition of human body.
A1260.1.5.	Man made of clay with bones of stone, with blood of water and with vines for veins.
A1261.	Man made from water.
A1261.1.	Man created from sea-foam.
A1261.2.	Man created from egg formed from sea-foam.
A1262.	Man created from sweat. Man from spittle of creator.
A1262.1.	Man created from sweat, heat, and breath.
A1263.	Man created from part of body.
A1263.1.	Man created from blood.
A1263.1.1.	Man created from blood-clot.
A1263.1.2.	Man from blood of game animal.
A1263.2.	Man created from fingernail.
A1263.3.	Man created from rubbings of skin.
A1263.4.	Man created from spittle of holy person.
A1263.5.	Man created from animal horns that bloomed and bore him as fruit.
A1263.6.	Man created from culture hero's genitals.
A1263.7.	Man created from animal bone.
A1265.	Men created from sown dragon's teeth.
A1266.	Man created from food.
A1266.1.	Man made from meat-ball.
A1268.1.	Tribe born from fire.
A1270.	Primeval human pair.
A1270.1.	Primeval human pair live in innocence.
A1271.	Origin of first parents.
A1271.1.	Sun, moon, and stars bring forth first parents. Sun and moon beget son; morning and evening star beget daughter; these, the first parents, are at first without understanding, but it is awakened later by demigods. Alexander
A1271.2.	Baining of New Britain:. Sun and moon beget stones and birds: these transformed to first parents.
A1271.3.	First parents children of god.
A1271.4.	First parents originate from gold which is from body of first man. Born fifteen years old.
A1273.	Twin first parents.
A1273.1.	Brother-sister marriage of children of first parents. Incestuous first parents.
A1275.1.	Central Caroline Is.: ibid. Creation of first woman from man's rib.
A1275.1.1.	Deity creates princess from prince's body and gives her to him.
A1275.10.	First created man catches woman in his snare.
A1275.2.	First man split in two to form mate. S.
A1275.3.	Of ten original men one magically changes sex.
A1275.4.	Creator makes woman and then begets man by her.
A1275.5.	Man creates a woman from melted butter, sour milk, sour cream and curds offered on the waters.
A1275.6.	Central American: Van Cappelle 18;. First woman's mate made from transformed tree.
A1275.7.	First man created from nothing wanders until he finds mate.
A1275.8.	Why Eve was not made at first along with Adam.
A1275.9.	First man descends on earth, falls in love with and marries a fairy.
A1276.	Deity kills one by accident and promises anything as reparation. In beginning only women on earth. Man chosen as best gift by primeval women. They choose man.
A1277.	Offspring of first parents.
A1277.1.	First parents devour offspring.
A1277.2.	Primeval human pair allowed to bear all children they wish.
A1277.3.	Son of first human couple murdered by tiger sent by god; his head becomes the sun, his chest the moon, and his blood gives the red earth its color.
A1277.4.	First man and woman bring in children and clothe them.
A1279.	Primeval human pair miscellaneous.
A1279.1.	Of first parents husband so hideous he is kept hidden.
A128.	Mutilated god.
A128.1.	Blind god. Hdhr.
A128.2.	Odin.
A128.2.1.	God with Evil Eye.
A128.2.2.	God with single eye, through lid of which passes a polished handle with which lid is lifted.
A128.3.	Dixon. Legless and armless deity supported on animal. born without limbs.
A128.4.	God with one hand. Hand cut or bitten off.
A128.5.	Lame god.
A1281.1.	First man covered with horny substance.
A1281.2.	Man at first covered with hair.
A1281.2.1.	Change of animal and human skin in ancient times.
A1281.3.	Man at first naked.
A1281.5.	First man created circumcised.
A1281.6.	Adam at first nameless.
A1281.6.1.	Adam's name composed of initial letters of four stars from the four quarters of the heavens.
A1282.	First people go naked. The mother of men.
A1282.1.	Mother of the world gives birth to three sons.
A1285.	Activities of first man.
A1285.1.	First man made chief over whole world.
A1285.1.1.	In response to Adam's prayer, God sends him to earth to be father of mankind.
A1290.	Creation of man-other motifs.
A1291.	Man created by supernatural creature, not deity.
A1291.1.	Man created by angels.
A1293.	Devil in God's absence puts sickness in Adam's body.
A1295.	Creation in covered vessel. Men or animals created in a basket or from a bundle, or from under a blanket.
A1296.	Adam at first nameless. Multiplication of man by fragmentation.
A1297.	First human being killed by jealous brothers reptiles and insects.
A1299.	d. Abergl.
A13.	Animal as creator.
A13.1.	Beast as creator.
A13.1.1.	Cow as creator.
A13.2.	Bird as creator.
A13.2.1.	Raven as creator.
A13.2.2.	Eagle as creator of man.
A13.2.3.	Black-winged bird as creator.
A13.3.	Insect as creator.
A13.3.1.	Spider as creator.
A13.3.2.	Beetle as creator. So.
A13.4.	Reptile as creator.
A13.4.1.	Snake as creator.
A13.4.2.	Worm as creator.
A1300.	Judgments and decrees. Mo. Ordering of human life.
A1301.	Men at first as large as giants.
A131.	Alexander Lat. Gods with animal features.
A131.1.	God as part man, part fish.
A131.2.	God with elephant's face.
A131.3.	Deity with animal's head.
A131.3.1.	Deity with cat's head.
A131.4.	God in tiger's skin.
A131.6.	Horned god.
A131.7.	Winged god.
A131.8.	Goddess with pig's teeth.
A1310.	Arrangement of man's bodily attributes.
A1310.1.	Change in bodily form at fall of man.
A1310.2.	Assembling the body.
A1310.3.	Why men are clothed in skin.
A1310.4.	Why women have marks on the belly.
A1311.	Origin of hands and feet.
A1311.1.	The lizard hand. Man's hand is modeled on that of the lizard.
A1311.2.	Why God changed right hand into left. Man loses hand with which he gives devil a box on ears.
A1311.3.	Origin of fingernails.
A1312.	Origin of human skeleton.
A1312.1.	A stone that magically joins self to woman's body.
A1312.2.	Why an uneven number of ribs.
A1313.	Origins of sex organs.
A1313.0.1.	Origin of eunuchs.
A1313.0.2.	Origin of sex differentiations.
A1313.1.	Origin of male sex-organs.
A1313.2.1.	Origin of clitoris.
A1313.3.	All is arranged by culture hero. Misplaced genitalia. Originally genitals are misplaced. Originally genitals are misplaced; conception and childbirth are not understood. They are properly arranged by the culture hero.
A1313.3.1.	Vaginal teeth broken. Women originally had toothed vaginas. Culture hero breaks teeth so that women will be harmless to men. See practically all references to
A1313.4.	Origin of women's breasts.
A1313.4.1.	Women at first with breasts on their foreheads.
A1313.5.	Origin of placenta.
A1315.	Origin of hair and beard.
A1315.1.	Why men become gray-headed. Aarne
A1315.2.	Origin of bald heads.
A1315.3.	Origin of beard.
A1315.4.	Origin of hair around mouth and eyes. Original dispute between Hair and Stomach. Stomach compelled to stay on inside of man. Hair stands on guard at mouth and eyes to see that Stomach does not escape.
A1315.5.	Origin of pubic hairs.
A1315.6.	Origin of eyelashes.
A1316.	Origin of facial features.
A1316.0.1.	Man at first with two faces, separated at birth of first woman.
A1316.1.	Distribution of noses. The earlier comers receive big noses, the later small.
A1316.1.1.	Forming of the nose. Nose was made from clay taken from the posterior of the already created man.
A1316.2.	Why men blink.
A1316.3.	Origin of eyes.
A1316.3.1.	Distribution of eyes.
A1316.3.2.	Why there are one-eyed women.
A1316.3.3.	Men originally blind: eyes opened by accident.
A1316.4.	Origin of ears.
A1316.5.	Origin of tongue.
A1316.6.	Origin of teeth.
A1317.	Origin of urine and excreta.
A1319.	Origin of other bodily attributes.
A1319.1.	Origin of Adam's apple. Forbidden fruit sticks in Adam's throat.
A1319.10.	Origin of itching.
A1319.11.	Origin of the sensation of tickling.
A1319.12.	Originally man rejuvenated himself by snake-like change of skin.
A1319.12.1.	Why man does not change his skin: ancient contest lost by toad, representing man, won by lizard.
A1319.13.	Why man's neck is its present size.
A1319.14.	Origin of man's skin.
A1319.2.	Why men lack tails.
A1319.3.	Why ear-wax is inside the ear. Lederbogen Mitt. d. Sem.
A1319.4.	Why the posterior of man is large.
A1319.5.	Origin of the liver.
A1319.6.	Origin of blood.
A1319.7.	Why the center of man's eye is black: blackened by spirits to make themselves invisible.
A1319.8.	Origin of sweat.
A1319.9.	Origin of sneezing.
A132.	BO. God in animal form. Mythical animals.
A132.0.1.	God in successive animal forms.
A132.0.1.1.	God takes form successively of ants, scorpion, and cobra.
A132.15.	God as tortoise.
A132.2.	Monkey as god.
A132.3.	Horse deity.
A132.6.	Bird deity.
A132.6.2.	Goddess in form of bird.
A132.6.4.	Female deities as fly-catchers.
A132.9.1.	Cow as god.
A1320.	Determination of span of life.
A1321.	At first, thirty years are given to all animals and to man. For the animals it is too long, for man too short. Man and animals readjust span of life. Man is given a portion of animals' lives.
A1321.1.	Why children learn to walk later than animals.
A1322.	Determination of relation between birth-rate and death-rate.
A1323.	Long span of life for first man.
A1325.	Short span of life for first men.
A1326.	Why babies die so easily.
A133.	Giant god.
A133.1.	Giant god drinks lakes dry.
A133.2.	Giant goddess bestrides entire land. One foot is in the north of the country and the other is in the south.
A133.2.1.	Giant god goes with three steps through the world. Hopkins JAOS XVI Proc. cxlvii.
A133.2.2.	Heaven as God's throne, earth His footstool.
A133.3.	Giant orderly of the gods.
A1330.	Beginnings of trouble for man.
A1331.	Original happy state forfeited because of one sin. Paradise lost because of one sin. Paradise lost.
A1331.1.	Aarne FFC VIII 6 Origin of menstruation her garment and a maiden finds it. Paradise lost because of forbidden fruit drink.
A1331.1.1.	Paradise lost because of forbidden food.
A1331.2.	Paradise lost because of brother-sister incest.
A1331.2.1.	Paradise lost because first woman is seduced.
A1333.	Because of a sin they come to speak different languages. Confusion of tongues. Originally all men speak same language.
A1333.1.	"Confusion of tongues partly due to lack of understanding of difference between the word for ""stick"" and the word for ""stone."""
A1335.	A. Cohon The Origin of Death Journal of Jewish Lore and Philosophy 61. Dangel Mythen vom Ursprung dies Todes bei den Indianern Nordamerikas Mitt. Dead persons play cards. Indian: R. N. Origin of death. Rulers of inferior character after tabu is broken. S. der Anthrop.
A1335.1.	Lowie ibid. Origin of death from falsified message.
A1335.1.1.	Origin of death: wrong messenger goes to God.
A1335.10.	Men die because a snake comes to prey on mankind while creator rests.
A1335.11.	God of world of the dead demands that men die so he will have subjects.
A1335.12.	Death origin: God sends a woman to sell poisoned curds to man.
A1335.13.	God sends centipede down to introduce death into the world through its poisoned sting.
A1335.14.	Death comes into the world by treachery of the gods: stick used by man for scratching his back is changed into cobra.
A1335.15.	God punishes man by killing his child: origin of death.
A1335.2.	Fails and thus introduces death. Origin of death from bad creator's unsuccessful imitation. Origin of death from unsuccessful imitation of bad creator. The bad creator attempts in vain to endow his creations with life like the good creator.
A1335.3.	Choice between two bundles, one containing tempting articles, the other everlasting life. Origin of death from unwise choice. People choose the large bundle and lose everlasting life.
A1335.4.	Origin of death when early people put on new skins. Child fails to recognize mother, who puts old skin back on.
A1335.5.	Origin of death: serpent given immortality instead of man. Renews his skin.
A1335.6.	Origin of death: punishment for scorning deity.
A1335.6.1.	Origin of death: disrespectful answer to God.
A1335.7.	First son who died before his father after the Flood.
A1335.8.	Origin of death because world is overpopulated.
A1335.9.	Origin of death because people weary of living.
A1335.9.1.	Death sent into the world by culture hero God when he got tired of man.
A1336.	Origin of murder.
A1337.	Origin of disease.
A1337.0.1.	Disease caused by the gods.
A1337.0.1.1.	Pestilence brought to man in box by messenger from creator.
A1337.0.2.	Disease caused by ghosts.
A1337.0.3.	Disease caused by witchcraft.
A1337.0.4.	Disease caused by menstrual blood.
